Package,UUID,Type,SHA1,Size,Dynamic,Reason
d7JXcoup.AutoCommon_n7RPo27V,d7JXcoup.z92cgnfg2df-lzuxmmc5-hqjmki9sazv-DoDDweTl-boneWWkdmrYz,GameObject,6gH09vGRLGP37BJWsFtHW7LVL6I=,101,,
d7JXcoup.AutoCommon_n7RPo27V,d7JXcoup.mqasgmmiia-m00s961z-obl24qaursk-Dead_Back_Fly_01.Anim-evented,EventAnimationClip,cpalKox62sGQwc3Zlnr+iDg27t8=,97,,
d7JXcoup.AutoCommon_n7RPo27V,d7JXcoup.a8j7coo4f8n-m00s95i8-8r1j40j4uzo-attack01.Anim-evented,EventAnimationClip,I7D9goW+aDB8TicueOZEK2lzY90=,82,,
d7JXcoup.AutoCommon_n7RPo27V,d7JXcoup.fkdm510f35n-m00s95n2-92dqala69af-attack02.Anim-evented,EventAnimationClip,NOuz3aHhfmCMyXJsGlHOEPc6i6w=,82,,
d7JXcoup.AutoCommon_n7RPo27V,d7JXcoup.u7lqkze7wgj-m00s98uy-3aot4f3jcvl-Wander02.Anim-evented,EventAnimationClip,dYmE9OjnS04UH4zaKB2hURnoGoY=,82,,
d7JXcoup.AutoCommon_n7RPo27V,d7JXcoup.7pu75leypam-m00s98ge-tce2etb4qcm-walk01.Anim-evented,EventAnimationClip,2ZjAcu/wAjragJGQ+I2lynsM6rc=,78,,
d7JXcoup.AutoCommon_n7RPo27V,d7JXcoup.c5jbjr0l1l8-m00s982l-gav4pmypkow-get up.Anim-evented,EventAnimationClip,hbbbJcW3V/5HxvixNbud5SDMfXY=,78,,
d7JXcoup.AutoCommon_n7RPo27V,d7JXcoup.ce8ahbgp3x5-m00s97sa-ywfkpjx5mm-Idle01.Anim-evented,EventAnimationClip,r1OlC/TloyCIfPOW9DKzSHkTIUA=,77,,
d7JXcoup.AutoCommon_n7RPo27V,d7JXcoup.ysb4p80vmgd-m00s9876-emabv6hj49p-run.Anim-evented,EventAnimationClip,dhGv0ICNky4+X4WPj8UC7aCFhjE=,72,,
d7JXcoup.AutoClient_jyfn2RfC,d7JXcoup.u7lqkze7wgj-m00s98uy-3aot4f3jcvl-Wander02.Anim,EventAnimationClip,7KDMd0sMi16gju2rY+6IA4V95k0=,93464,,
d7JXcoup.AutoClient_jyfn2RfC,d7JXcoup.ce8ahbgp3x5-m00s97sa-ywfkpjx5mm-Idle01.Anim,EventAnimationClip,Kaukc7Wu4+TWMOVkAltur02briM=,84836,,
d7JXcoup.AutoClient_jyfn2RfC,d7JXcoup.7pu75leypam-m00s98ge-tce2etb4qcm-walk01.Anim,EventAnimationClip,AkXtme8FyFLyr7ECqHSG8NJPiMU=,79460,,
d7JXcoup.AutoClient_jyfn2RfC,d7JXcoup.4952hjk80wm-m00s96gj-nsydh6ortl-Dead_Forward_Fly_01.Anim,EventAnimationClip,ghN/6eZI4pZYfkksfhxKQ9Ni3XQ=,75706,,
d7JXcoup.AutoClient_jyfn2RfC,d7JXcoup.c5jbjr0l1l8-m00s982l-gav4pmypkow-get up.Anim,EventAnimationClip,oahK0VfKzM4wU6f1MEiaqsPnOw0=,75392,,
d7JXcoup.AutoClient_jyfn2RfC,d7JXcoup.mqasgmmiia-m00s961z-obl24qaursk-Dead_Back_Fly_01.Anim,EventAnimationClip,S3ddGWzod142gqsZXDlPF9ADUm4=,58284,,
d7JXcoup.AutoClient_jyfn2RfC,d7JXcoup.a8j7coo4f8n-m00s95i8-8r1j40j4uzo-attack01.Anim,EventAnimationClip,i5cwwY11S0qdBtElG/+/5WlXyrQ=,58212,,
d7JXcoup.AutoClient_jyfn2RfC,d7JXcoup.fkdm510f35n-m00s95n2-92dqala69af-attack02.Anim,EventAnimationClip,HgDNGGWS7Ml3tC7DTBBdiNuafWY=,56504,,
d7JXcoup.AutoClient_jyfn2RfC,d7JXcoup.ysb4p80vmgd-m00s9876-emabv6hj49p-run.Anim,EventAnimationClip,CQYLDYqHI9WNyxs03T+Jp/eZeAo=,41934,,
d7JXcoup.AutoClient_jyfn2RfC,d7JXcoup.k8eib5ugllh-m00s97dv-g67lxv3fn8c-Hit_Body_Forward_R.Anim,EventAnimationClip,vghkVtxCdlZdHS7Sp46GtvvInSc=,36840,,
d7JXcoup.AutoClient_jyfn2RfC,d7JXcoup.ym8uq429h6j-m00s974i-k8jobg1jlpf-Hit_Body_Forward_L.Anim,EventAnimationClip,BWjmE1S45gGqBjQpZMmvIMnCD9U=,36672,,
d7JXcoup.AutoClient_jyfn2RfC,d7JXcoup.46hkng3wufa-m00s979c-hd8hb27nyoe-Hit_Body_Forward_M.Anim,EventAnimationClip,RwNBVuiRaV8/u7iJkZMH5yqJA+8=,35328,,
d7JXcoup.AutoClient_jyfn2RfC,d7JXcoup.hn9btrfbgsn-m10h1zfm-xvunzc86ie9,Material,MwAqQnIMYZnJFhLCJ/7aoVAOKj4=,180,,
d7JXcoup.AutoPlatformed_fQD1tvyJ,d7JXcoup.12phgee9rxmk-m03lszrd-8vwse45ggbm,Texture2D,RwLPpSYp2VOFx/UQHZZRJlZPk7A=,285913,,
